true,pred,count
dance rhythms and catchy tunes,y,6
thought-provoking sci-fi action and future technology,y,6
suspenseful crime thrillers,e,6
war and historical adventure,e,6
crude humor and satire,l,6
action-packed space and alien sagas,l,6
imaginative space odysseys and alien encounters,e,6
funny jokes and crude humor,h,5
surreal and thought-provoking visions of life and death,c,5
surreal and thought-provoking visions of life and death,o,5
surreal and thought-provoking visions of life and death,e,5
surreal and thought-provoking visions of life and death,y,5
exciting spy thrillers with tense intrigue,c,5
exciting spy thrillers with tense intrigue,o,5
exciting spy thrillers with tense intrigue,y,5
historical battles and epic heroism,c,5
historical battles and epic heroism,e,5
historical battles and epic heroism,y,5
heartbreaking and moving family drama,c,5
heartbreaking and moving family drama,e,5
heartbreaking and moving family drama,y,5
intense combat and martial arts,h,5
western,o,5
intense violence and sexual transgression,c,5
intense violence and sexual transgression,y,5
thrillers and murder mysteries,c,5
thrillers and murder mysteries,y,5
dangerous technology and the apocalypse,c,5
dangerous technology and the apocalypse,e,5
history,e,5
epic history and literature,c,5
epic history and literature,o,5
epic history and literature,e,5
epic history and literature,y,5
fantasy adventure,h,5
heroism,h,5
and swordplay,h,5
amusing jokes and witty satire,h,4
war,e,4
noir and dark crime dramas,e,4
intense political and terrorist thrillers,l,4
intense political and terrorist thrillers,e,4
emotional life of renowned artists,c,4
emotional life of renowned artists,o,4
emotional life of renowned artists,e,4
emotional life of renowned artists,y,4
extreme gory horror and cannibalism,h,4
thought-provoking sci-fi action and future technology,t,4
thought-provoking sci-fi action and future technology,i,4
brutal,l,4
violent prison drama,l,4
intriguing and suspenseful murder mysteries,c,4
intriguing and suspenseful murder mysteries,y,4
dreamlike,h,4
quirky,h,4
and surreal storytelling,h,4
dangerous technology and the apocalypse,y,4
riveting political and presidential drama,e,4
history,c,4
history,o,4
history,y,4
student coming-of-age challenges,c,4
student coming-of-age challenges,o,4
student coming-of-age challenges,e,4
student coming-of-age challenges,y,4
mystery,l,4
thrillers and murder mysteries,l,4
intriguing and suspenseful murder mysteries,l,4
suspenseful crime thrillers,l,4
action,n,4
science fiction,n,4
animation,t,4
animation,i,4
superheroes in action-packed battles with villains,n,4
sci-fi monster and dinosaur adventures,c,4
sci-fi monster and dinosaur adventures,e,4
sci-fi monster and dinosaur adventures,y,4
gripping,o,4
intense violent crime,o,4
war,l,4
politics and human rights,l,4
war and historical adventure,t,4
war and historical adventure,h,4
war and historical adventure,i,4
politics,l,4
propaganda,l,4
and political documentaries,l,4
military combat and heroic soldiers,t,4
military combat and heroic soldiers,h,4
military combat and heroic soldiers,i,4
military combat and heroic soldiers,e,4
riveting political and presidential drama,l,4
bravery in war,l,4
comedy,l,4
monsters,l,4
aliens,l,4
sci-fi and the apocalypse,l,4
imaginative space odysseys and alien encounters,l,4
imaginative space odysseys and alien encounters,c,4
imaginative space odysseys and alien encounters,y,4
suspenseful crime thrillers,c,4
suspenseful crime thrillers,y,4
erotic relationships and desire,o,4
noir and dark crime dramas,c,3
noir and dark crime dramas,y,3
captivating vision and shakespearean drama,c,3
captivating vision and shakespearean drama,o,3
captivating vision and shakespearean drama,e,3
captivating vision and shakespearean drama,y,3
drama,t,3
drama,i,3
intense combat and martial arts,t,3
intense combat and martial arts,i,3
westerns,o,3
western frontier dramas with a touch of humor,o,3
gritty crime and ruthless gangsters,o,3
inspiring sports underdog stories,c,3
inspiring sports underdog stories,o,3
inspiring sports underdog stories,e,3
inspiring sports underdog stories,y,3
dangerous technology and the apocalypse,h,3
sci-fi monster and dinosaur adventures,h,3
brutal,e,3
violent prison drama,e,3
emotional teen coming-of-age stories,c,3
emotional teen coming-of-age stories,o,3
emotional teen coming-of-age stories,e,3
emotional teen coming-of-age stories,y,3
noir and dark crime dramas,h,3
challenging or sexual themes & twists,h,3
animation,n,3
underdogs and coming of age,h,3
adventure,n,3
epic heroes,n,3
politics and human rights,e,3
crude humor and satire,t,3
crude humor and satire,i,3
action-packed space and alien sagas,t,3
action-packed space and alien sagas,i,3
epic adventure and breathtaking battles,h,3
war,c,2
war,o,2
war,y,2
passion and romance,c,2
passion and romance,o,2
passion and romance,e,2
passion and romance,y,2
intense political and terrorist thrillers,t,2
intense political and terrorist thrillers,h,2
intense political and terrorist thrillers,i,2
drugs and gangsters,h,2
drugs and gangsters,l,2
gritty crime and ruthless gangsters,h,2
gritty crime and ruthless gangsters,l,2
gritty crime and ruthless gangsters,e,2
challenging or sexual themes & twists,c,2
challenging or sexual themes & twists,e,2
challenging or sexual themes & twists,y,2
intense political and terrorist thrillers,c,2
intense political and terrorist thrillers,o,2
intense political and terrorist thrillers,y,2
family,h,2
heists and thrilling action,l,2
western,h,2
wild west outlaws and gunfights,o,2
intense violence and sexual transgression,l,2
brutal,t,2
brutal,h,2
brutal,i,2
violent prison drama,t,2
violent prison drama,h,2
violent prison drama,i,2
humanity's odyssey: earth and beyond,c,2
humanity's odyssey: earth and beyond,o,2
humanity's odyssey: earth and beyond,e,2
humanity's odyssey: earth and beyond,y,2
graphic violence and brutal revenge,c,2
graphic violence and brutal revenge,e,2
graphic violence and brutal revenge,y,2
riveting political and presidential drama,c,2
riveting political and presidential drama,o,2
riveting political and presidential drama,y,2
mystery,t,2
mystery,i,2
thrillers and murder mysteries,t,2
thrillers and murder mysteries,i,2
intriguing and suspenseful murder mysteries,t,2
intriguing and suspenseful murder mysteries,i,2
suspenseful crime thrillers,t,2
suspenseful crime thrillers,i,2
twisted dark psychological thriller,l,2
humanity and the world around us,t,2
humanity and the world around us,i,2
moving relationship stories,h,2
emotional and touching family dramas,h,2
war and historical adventure,c,2
war and historical adventure,o,2
war and historical adventure,y,2
dangerous technology and the apocalypse,t,2
dangerous technology and the apocalypse,i,2
gripping,h,2
intense violent crime,h,2
war,t,2
war,h,2
war,i,2
history,l,2
politics and human rights,t,2
politics and human rights,h,2
politics and human rights,i,2
politics,t,2
politics,h,2
politics,i,2
politics,e,2
propaganda,t,2
propaganda,h,2
propaganda,i,2
propaganda,e,2
and political documentaries,t,2
and political documentaries,h,2
and political documentaries,i,2
and political documentaries,e,2
riveting political and presidential drama,t,2
riveting political and presidential drama,h,2
riveting political and presidential drama,i,2
bravery in war,t,2
bravery in war,h,2
bravery in war,i,2
bravery in war,e,2
comedy,t,2
comedy,i,2
monsters,t,2
monsters,i,2
aliens,t,2
aliens,i,2
sci-fi and the apocalypse,t,2
sci-fi and the apocalypse,i,2
gags,l,2
jokes,l,2
and slapstick humor,l,2
funny jokes and crude humor,l,2
imaginative space odysseys and alien encounters,t,2
imaginative space odysseys and alien encounters,i,2
humanity and the world around us,h,2
humanity and the world around us,l,2
dangerous technology and the apocalypse,l,2
family,l,2
underdogs and coming of age,l,2
teen school antics and laughter,h,2
teen school antics and laughter,l,2
kids' animated fun and adventure,l,2
epic adventure and breathtaking battles,l,2
historical battles and epic heroism,h,2
erotic relationships and desire,h,2
animation,l,2
noir and dark crime dramas,l,2
faith and religion,o,2
faith and spiritual journeys,o,2
disastrous voyages and heroic survival,c,1
disastrous voyages and heroic survival,o,1
disastrous voyages and heroic survival,e,1
disastrous voyages and heroic survival,y,1
drugs and gangsters,t,1
drugs and gangsters,i,1
gritty crime and ruthless gangsters,t,1
gritty crime and ruthless gangsters,i,1
heists and thrilling action,t,1
heists and thrilling action,h,1
heists and thrilling action,i,1
westerns,h,1
wild west outlaws and gunfights,h,1
western frontier dramas with a touch of humor,h,1
tragic sadness and captivating beauty,c,1
tragic sadness and captivating beauty,o,1
tragic sadness and captivating beauty,e,1
tragic sadness and captivating beauty,y,1
intense violence and sexual transgression,t,1
intense violence and sexual transgression,i,1
enduring stories of family and marital drama,c,1
enduring stories of family and marital drama,o,1
enduring stories of family and marital drama,e,1
enduring stories of family and marital drama,y,1
romance,h,1
western,c,1
western,e,1
western,y,1
westerns,c,1
westerns,e,1
westerns,y,1
twisted dark psychological thriller,t,1
twisted dark psychological thriller,i,1
humanity and the world around us,n,1
dangerous technology and the apocalypse,n,1
history,t,1
history,h,1
history,i,1
bollywood emotional dramas,c,1
bollywood emotional dramas,o,1
bollywood emotional dramas,e,1
bollywood emotional dramas,y,1
politics and human rights,c,1
politics and human rights,o,1
politics and human rights,y,1
gags,t,1
gags,i,1
jokes,t,1
jokes,i,1
and slapstick humor,t,1
and slapstick humor,i,1
funny jokes and crude humor,t,1
funny jokes and crude humor,i,1
teen friendship and coming-of-age,c,1
teen friendship and coming-of-age,o,1
teen friendship and coming-of-age,e,1
teen friendship and coming-of-age,y,1
fantasy,t,1
fantasy,i,1
fantasy,n,1
thought-provoking sci-fi action and future technology,n,1
violent action,n,1
guns,n,1
and crime,n,1
family,t,1
family,i,1
underdogs and coming of age,t,1
underdogs and coming of age,i,1
teen school antics and laughter,t,1
teen school antics and laughter,i,1
kids' animated fun and adventure,t,1
kids' animated fun and adventure,h,1
kids' animated fun and adventure,i,1
epic adventure and breathtaking battles,t,1
epic adventure and breathtaking battles,i,1
gritty crime and ruthless gangsters,c,1
gritty crime and ruthless gangsters,y,1
fascinating,c,1
fascinating,o,1
fascinating,e,1
fascinating,y,1
emotional stories and documentaries,c,1
emotional stories and documentaries,o,1
emotional stories and documentaries,e,1
emotional stories and documentaries,y,1
heartbreaking and moving family drama,h,1
western frontier dramas with a touch of humor,c,1
western frontier dramas with a touch of humor,e,1
western frontier dramas with a touch of humor,y,1
brutal,c,1
brutal,o,1
brutal,y,1
violent prison drama,c,1
violent prison drama,o,1
violent prison drama,y,1
noir and dark crime dramas,t,1
noir and dark crime dramas,i,1
chilling experiments and classic monster horror,c,1
chilling experiments and classic monster horror,e,1
chilling experiments and classic monster horror,y,1
faith and religion,h,1
faith and spiritual journeys,h,1
